"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.2l 16V (85PS) ecoFLEX Easytronic"	"Automatic"	"ET5"	1229	"Petrol"	" 43.50 "	" 67.30 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX (112G)"	"Manual"	"M5"	1248	"Diesel"	" 53.30 "	" 78.50 "	" 67.30 "	" 112.00 "	" £1,191.55 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX Start/Stop (105G)"	"Manual"	"M5"	1248	"Diesel"	" 58.90 "	" 80.70 "	" 70.60 "	" 105.00 "	" £1,135.86 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.3CDTi (95PS) ecoFLEX (115G)"	"Manual"	"M5"	1248	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.3CDTi (95PS) ecoFLEX Start/Stop (95G)"	"Manual"	"M5"	1248	"Diesel"	" 65.70 "	" 88.30 "	" 78.50 "	" 95.00 "	" £1,021.55 "	" A "	" £0.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (129G)"	"Automatic"	"ET5"	1398	"Petrol"	" 40.40 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (134G)"	"Manual"	"M5"	1398	"Petrol"	" 38.70 "	" 58.90 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (138G) Automatic"	"Automatic"	"A4"	1398	"Petrol"	" 36.70 "	" 58.90 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (147G) Automatic"	"Automatic"	"A4"	1398	"Petrol"	" 34.40 "	" 55.40 "	" 44.80 "	" 147.00 "	" £1,692.57 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.7CDTi (130PS)"	"Manual"	"M5"	1686	"Diesel"	" 49.60 "	" 72.40 "	" 61.40 "	" 119.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.0i 12v 65PS ecoFLEX"	"Manual"	"M5"	998	"Petrol"	" 44.10 "	" 65.70 "	" 55.40 "	" 120.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS"	"Manual"	"M5"	1229	"Petrol"	" 39.20 "	" 62.80 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS Easytronic"	"Automatic"	"ET5"	1229	"Petrol"	" 41.50 "	" 64.20 "	" 53.30 "	" 125.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS ecoFLEX Start/Stop with up to 16 inch wheels "	"Manual"	"M5"	1229	"Petrol"	" 44.10 "	" 65.70 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.3CDTi 16v 75PS ecoFLEX"	"Manual"	"M5"	1248	"Diesel"	" 53.30 "	" 78.50 "	" 67.30 "	" 112.00 "	" £1,191.55 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.3CDTi 16v 75PS ecoFLEX Start/Stop"	"Manual"	"M5"	1248	"Diesel"	" 58.90 "	" 80.70 "	" 70.60 "	" 105.00 "	" £1,135.86 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.3CDTi 16v 95PS ecoFLEX"	"Manual"	"M6"	1248	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.3CDTi 16v 95PS ecoFLEX Start/Stop"	"Manual"	"M6"	1248	"Diesel"	" 65.70 "	" 88.30 "	" 78.50 "	" 95.00 "	" £1,021.55 "	" A "	" £0.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.4i 16v VVT 100PS"	"Manual"	"M5"	1398	"Petrol"	" 39.80 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.4i 16v VVT 100PS"	"Automatic"	"A4"	1398	"Petrol"	" 34.40 "	" 55.40 "	" 44.80 "	" 147.00 "	" £1,692.57 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2012"	"1.7CDTi 16v 130PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 49.60 "	" 72.40 "	" 61.40 "	" 119.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"1.6i 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 26.60 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"1.8i 16v VVT"	"Manual"	"M6"	1796	"Petrol"	" 26.90 "	" 47.90 "	" 37.20 "	" 178.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"2.0CDTi (130PS)"	"Manual"	"M6"	1956	"Diesel"	" 36.70 "	" 60.10 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"2.0CDTi (130PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.70 "	" 55.40 "	" 42.80 "	" 174.00 "	" £1,873.63 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"2.0CDTi (160PS)"	"Manual"	"M6"	1956	"Diesel"	" 36.70 "	" 60.10 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"2.0CDTi (160PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.70 "	" 55.40 "	" 42.80 "	" 174.00 "	" £1,873.63 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"2.0CDTi (160PS) EcoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 41.50 "	" 67.30 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2010"	"VXR 2.8i 24v V6 Turbo 4X4"	"Manual"	"M6"	2792	"Petrol"	" 17.00 "	" 33.60 "	" 24.80 "	" 268.00 "	" £3,057.55 "	" M "	" £475.00 "	" £261.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"1.4i 16v Turbo"	"Manual"	"M6"	1364	"Petrol"	" 37.70 "	" 60.10 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"1.6i 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 29.10 "	" 52.30 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 130PS"	"Manual"	"M6"	1956	"Diesel"	" 47.10 "	" 72.40 "	" 60.10 "	" 124.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 130PS"	"Automatic"	"A6"	1956	"Diesel"	" 37.70 "	" 62.80 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 130PS ecoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 53.30 "	" 72.40 "	" 64.20 "	" 116.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 160PS"	"Manual"	"M6"	1956	"Diesel"	" 44.10 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 160PS"	"Automatic"	"A6"	1956	"Diesel"	" 35.80 "	" 65.70 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 160PS 4x4"	"Manual"	"M6"	1956	"Diesel"	" 40.40 "	" 60.10 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 160PS 4x4"	"Automatic"	"A6"	1956	"Diesel"	" 32.50 "	" 56.50 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0CDTi 16v 160PS ecoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 52.30 "	" 76.30 "	" 65.70 "	" 115.00 "	" £1,220.57 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0i 16v Turbo"	"Manual"	"M6"	1998	"Petrol"	" 26.20 "	" 48.70 "	" 37.20 "	" 179.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 4 Door Saloon Model Year 2012"	"2.0i 16v Turbo"	"Automatic"	"A6"	1998	"Petrol"	" 21.70 "	" 45.60 "	" 32.50 "	" 204.00 "	" £2,333.15 "	" K "	" £270.00 "	" £148.50 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"1.6i 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 26.60 "	" 47.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"1.8i 16v VVT"	"Manual"	"M6"	1796	"Petrol"	" 26.90 "	" 47.90 "	" 37.20 "	" 178.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"2.0CDTi (130PS)"	"Manual"	"M6"	1956	"Diesel"	" 36.70 "	" 60.10 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"2.0CDTi (130PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.40 "	" 54.30 "	" 42.20 "	" 177.00 "	" £1,900.27 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"2.0CDTi (160PS)"	"Manual"	"M6"	1956	"Diesel"	" 36.70 "	" 60.10 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"2.0CDTi (160PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.40 "	" 54.30 "	" 42.20 "	" 177.00 "	" £1,900.27 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"2.0CDTi (160PS) EcoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 41.50 "	" 67.30 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2010"	"VXR 2.8i 24v V6 Turbo 4X4"	"Manual"	"M6"	2792	"Petrol"	" 17.00 "	" 33.60 "	" 24.80 "	" 268.00 "	" £3,057.55 "	" M "	" £475.00 "	" £261.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"1.8 Exclusive VVT"	"Manual"	"M6"	1796	"Petrol"	" 26.20 "	" 48.70 "	" 37.20 "	" 179.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"2.0CDTi (130PS)"	"Manual"	"M6"	1956	"Diesel"	" 44.10 "	" 67.30 "	" 56.50 "	" 133.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"2.0CDTi 160PS ecoFLEX with 16 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 44.80 "	" 70.60 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"A20DTH 160PS"	"Manual"	"M6"	1956	"Diesel"	" 40.90 "	" 61.40 "	" 52.30 "	" 144.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"SRI 2.0CDTi 130PS"	"Manual"	"M6"	1956	"Diesel"	" 44.10 "	" 67.30 "	" 56.50 "	" 133.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"SRI NAV VX-LINE 2.0CDTi 160PS"	"Manual"	"M6"	1956	"Diesel"	" 40.90 "	" 61.40 "	" 52.30 "	" 144.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"SRI NAV VX-LINE 2.0CDTi 160PS"	"Automatic"	"A6"	1956	"Diesel"	" 34.40 "	" 58.90 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2011"	"VXR NAV 2.8i 24V V6 Turbo 4x4 with 19 inch wheels"	"Manual"	"M6"	2792	"Petrol"	" 17.90 "	" 37.70 "	" 26.60 "	" 249.00 "	" £2,850.65 "	" L "	" £460.00 "	" £253.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"1.4i 16v Turbo"	"Manual"	"M6"	1364	"Petrol"	" 37.70 "	" 60.10 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"1.6i 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 29.10 "	" 52.30 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 130PS"	"Manual"	"M6"	1956	"Diesel"	" 47.10 "	" 72.40 "	" 60.10 "	" 124.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 130PS"	"Automatic"	"A6"	1956	"Diesel"	" 37.70 "	" 62.80 "	" 50.40 "	" 147.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 130PS ecoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 53.30 "	" 72.40 "	" 64.20 "	" 116.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 160PS"	"Manual"	"M6"	1956	"Diesel"	" 44.10 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 160PS"	"Automatic"	"A6"	1956	"Diesel"	" 35.80 "	" 65.70 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 160PS 4x4"	"Manual"	"M6"	1956	"Diesel"	" 40.40 "	" 58.90 "	" 50.40 "	" 149.00 "	" £1,591.10 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 160PS 4x4"	"Automatic"	"A6"	1956	"Diesel"	" 32.50 "	" 56.50 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0CDTi 16v 160PS ecoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 52.30 "	" 76.30 "	" 65.70 "	" 115.00 "	" £1,220.57 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0i 16v Turbo"	"Manual"	"M6"	1998	"Petrol"	" 26.20 "	" 48.70 "	" 37.20 "	" 179.00 "	" £2,038.37 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Hatchback Model Year 2012"	"2.0i 16v Turbo"	"Automatic"	"A6"	1998	"Petrol"	" 21.60 "	" 44.80 "	" 32.10 "	" 206.00 "	" £2,362.22 "	" K "	" £270.00 "	" £148.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"1.6i 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 25.90 "	" 45.60 "	" 35.80 "	" 186.00 "	" £2,118.08 "	" J "	" £250.00 "	" £137.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"1.8i 1.6v VVT"	"Manual"	"M6"	1796	"Petrol"	" 26.60 "	" 45.60 "	" 36.20 "	" 183.00 "	" £2,094.68 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0CDTi (130PS)"	"Manual"	"M6"	1956	"Diesel"	" 35.80 "	" 57.60 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0CDTi (130PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.40 "	" 53.30 "	" 41.50 "	" 179.00 "	" £1,932.32 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0CDTi (160PS)"	"Manual"	"M6"	1956	"Diesel"	" 35.80 "	" 57.60 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0CDTi (160PS)"	"Automatic"	"A6"	1956	"Diesel"	" 30.40 "	" 53.30 "	" 41.50 "	" 179.00 "	" £1,932.32 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0CDTi (160PS) EcoFLEX"	"Manual"	"M6"	1956	"Diesel"	" 40.90 "	" 65.70 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0i 16v Turbo"	"Manual"	"M6"	1998	"Petrol"	" 21.90 "	" 42.80 "	" 31.70 "	" 209.00 "	" £2,392.03 "	" K "	" £270.00 "	" £148.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0i 16v Turbo"	"Automatic"	"A6"	1998	"Petrol"	" 19.80 "	" 40.40 "	" 29.10 "	" 228.00 "	" £2,605.75 "	" L "	" £460.00 "	" £253.00 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0i 16v Turbo 4 x 4"	"Manual"	"M6"	1998	"Petrol"	" 21.40 "	" 40.40 "	" 30.40 "	" 219.00 "	" £2,494.32 "	" K "	" £270.00 "	" £148.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"2.0i 16v Turbo 4 x 4"	"Automatic"	"A6"	1998	"Petrol"	" 19.50 "	" 39.20 "	" 28.50 "	" 233.00 "	" £2,660.61 "	" L "	" £460.00 "	" £253.00 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"A28NET V6 Turbo"	"Manual"	"M6"	2792	"Petrol"	" 16.60 "	" 32.80 "	" 24.10 "	" 274.00 "	" £3,146.36 "	" M "	" £475.00 "	" £261.25 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2010"	"VXR 2.8i 24v V6 Turbo 4x4"	"Manual"	"M6"	2792	"Petrol"	" 16.60 "	" 32.80 "	" 24.10 "	" 274.00 "	" £3,146.36 "	" M "	" £475.00 "	" £261.25 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2011"	"2.0CDTi 160PS 4X4"	"Manual"	"M6"	1956	"Diesel"	" 35.80 "	" 56.50 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2011"	"Elite NAV 2.0CDTi 160PS"	"Automatic"	"A6"	1956	"Diesel"	" 34.00 "	" 56.50 "	" 45.60 "	" 164.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Insignia 5 Door Sport Tourer Model Year 2012"	"VXR NAV 24v V6 Turbo 4x4"	"Manual"	"M6"	2792	"Petrol"	" 17.70 "	" 35.80 "	" 25.90 "	" 255.00 "	" £2,927.69 "	" L "	" £460.00 "	" £253.00 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.3CDTi 16v"	"Manual"	"M5"	1248	"Diesel"	" 47.90 "	" 65.70 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.4i 16v VVT 100PS"	"Manual"	"M5"	1398	"Petrol"	" 35.80 "	" 55.40 "	" 46.30 "	" 144.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.4i 16v VVT Turbo 120PS"	"Manual"	"M5"	1364	"Petrol"	" 35.30 "	" 56.50 "	" 46.30 "	" 143.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.4i 16v VVT Turbo 140PS"	"Manual"	"M6"	1364	"Petrol"	" 32.10 "	" 52.30 "	" 42.20 "	" 156.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.7CDTI 130PS"	"Manual"	"M6"	1686	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 138.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2010"	"1.7CDTi 16v"	"Automatic"	"A6"	1686	"Diesel"	" 32.80 "	" 55.40 "	" 44.10 "	" 168.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.3CDTi (75PS)"	"Manual"	"M5"	1248	"Diesel"	" 47.90 "	" 65.70 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.3CDTi (95PS) ecoFLEX "	"Manual"	"M5"	1248	"Diesel"	" 50.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.4l 16v (100PS)"	"Manual"	"M5"	1398	"Petrol"	" 35.80 "	" 55.40 "	" 46.30 "	" 144.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.4l 16v Turbo (120PS)"	"Manual"	"M5"	1364	"Petrol"	" 35.30 "	" 56.50 "	" 46.30 "	" 143.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.4l 16v Turbo (140PS)"	"Manual"	"M6"	1364	"Petrol"	" 32.10 "	" 52.30 "	" 42.20 "	" 156.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.7CDTi (100PS)"	"Automatic"	"A6"	1686	"Diesel"	" 32.80 "	" 55.40 "	" 44.10 "	" 168.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Meriva 5 Door MPV Model Year 2011"	"1.7CDTi (130PS)"	"Manual"	"M6"	1686	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 138.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Zafira Model Year 2011"	"1.6l VVT 16V 115PS with 16 inch wheels"	"Manual"	"M5"	1598	"Petrol"	" 32.50 "	" 51.40 "	" 42.20 "	" 157.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Zafira Model Year 2011"	"Elite EcoFlex 1.7CDTi 125PS"	"Manual"	"M6"	1686	"Diesel"	" 46.30 "	" 62.80 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Zafira Model Year 2012"	"1.4i 16v Turbo 140PS Start/Stop with 17/18/19 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 34.90 "	" 53.30 "	" 44.80 "	" 148.00 "	" £1,692.57 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Zafira Model Year 2012"	"1.4i 16v Turbo 140PS with 17/18/19 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 32.10 "	" 51.40 "	" 42.20 "	" 158.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
